name,category,row_id,ingredient_number,ingredient,measure,measure_number
Creme de Gin Cocktail,Cocktail Classics,318,3,egg white,1 oz,1
Creme de Gin Cocktail,Cocktail Classics,318,4,lemon juice,2 oz,2
Creme de Gin Cocktail,Cocktail Classics,318,5,orange juice,2 oz,2
Creamy Screwdriver,Cocktail Classics,319,1,vodka,2 oz,2
Creamy Screwdriver,Cocktail Classics,319,2,egg yolk,1 oz,1
Creamy Screwdriver,Cocktail Classics,319,3,orange juice,6 oz,6
Creamy Orange,Cocktail Classics,320,1,orange juice,1 oz,1
Creamy Orange,Cocktail Classics,320,3,brandy,.75 oz,0.75
Creamy Orange,Cocktail Classics,320,4,light cream,1 oz,1
Creamsicle,Cocktail Classics,321,3,orange juice,3 oz,3
Cowboy Cocktail,Cocktail Classics,322,1,blended whiskey,1.5 oz,1.5
Cowboy Cocktail,Cocktail Classics,322,2,light cream,1 oz,1
Beals Cocktail,Whiskies,323,1,blended scotch whiskey,1.5 oz,1.5
Beals Cocktail,Whiskies,323,2,dry vermouth,.5 oz,0.5
Beals Cocktail,Whiskies,323,3,sweet vermouth,.5 oz,0.5
Coronation Cocktail,Cocktail Classics,324,1,gin,.75 oz,0.75
Coronation Cocktail,Cocktail Classics,324,2,dubonnet,.75 oz,0.75
Coronation Cocktail,Cocktail Classics,324,3,dry vermouth,.75 oz,0.75
Cornell Cocktail,Cocktail Classics,325,1,lemon juice,.5 oz,0.5
Cornell Cocktail,Cocktail Classics,325,2,maraschino,1 oz,1
Cornell Cocktail,Cocktail Classics,325,3,egg white,1 oz,1
Cornell Cocktail,Cocktail Classics,325,4,gin,1.5 oz,1.5
Combo,Cocktail Classics,326,1,dry vermouth,2.5 oz,2.5
Combo,Cocktail Classics,326,2,brandy,1 oz,1
Combo,Cocktail Classics,326,3,triple sec,.5 oz,0.5
Combo,Cocktail Classics,326,4,powdered sugar,.5 oz,0.5
Combo,Cocktail Classics,326,5,bitters,1 dash,0.02
Basin Street,Whiskies,327,1,bourbon whiskey,2 oz,2
Basin Street,Whiskies,327,2,triple sec,.75 oz,0.75
Basin Street,Whiskies,327,3,lemon juice,.75 oz,0.75
Cole's Raspberry Cream,Cocktail Classics,328,3,white creme de cacao,1.5 oz,1.5
Cole's Raspberry Cream,Cocktail Classics,328,4,vodka,1.5 oz,1.5
Cognac Coupling,Cocktail Classics,329,4,lemon juice,1 oz,1
Coffee Sour,Cocktail Classics,330,2,lemon juice,1 oz,1
Coffee Sour,Cocktail Classics,330,3,powdered sugar,1 oz,1
Coffee Sour,Cocktail Classics,330,4,egg white,.5 oz,0.5
Coffee Flip,Cocktail Classics,331,1,whole egg,1 oz,1
Coffee Flip,Cocktail Classics,331,2,powdered sugar,1 oz,1
Coffee Flip,Cocktail Classics,331,3,brandy,1 oz,1
Coffee Flip,Cocktail Classics,331,4,port,1 oz,1
Coffee Cocktail,Cocktail Classics,332,1,whole egg,1 oz,1
Coffee Cocktail,Cocktail Classics,332,2,powdered sugar,1 oz,1
Coffee Cocktail,Cocktail Classics,332,3,port,1 oz,1
Coffee Cocktail,Cocktail Classics,332,4,brandy,1 oz,1
Purple Mask,Vodka,333,1,vodka,1 oz,1
Purple Mask,Vodka,333,3,white creme de cacao,.5 oz,0.5
Clove Cocktail,Cocktail Classics,334,1,sweet vermouth,1 oz,1
Clover Leaf Cocktail,Cocktail Classics,335,1,lime juice,1 oz,1
Clover Leaf Cocktail,Cocktail Classics,335,2,grenadine,2 oz,2
Clover Leaf Cocktail,Cocktail Classics,335,3,egg white,1 oz,1
Clover Leaf Cocktail,Cocktail Classics,335,4,gin,1.5 oz,1.5
Clover Club Cocktail,Cocktail Classics,336,1,lemon juice,1 oz,1
Clover Club Cocktail,Cocktail Classics,336,2,grenadine,2 oz,2
Clover Club Cocktail,Cocktail Classics,336,3,egg white,1 oz,1
Clover Club Cocktail,Cocktail Classics,336,4,gin,1.5 oz,1.5
Priority Cocktail,Vodka,337,1,vodka,2 oz,2
Clamato Cocktail,Cocktail Classics,338,1,vodka,1.5 oz,1.5
Cider Eggnog,Cocktail Classics,339,1,whole egg,1 oz,1
Cider Eggnog,Cocktail Classics,339,2,powdered sugar,1 oz,1
Chocolate Soldier,Cocktail Classics,340,1,lime juice,.5 oz,0.5
Chocolate Soldier,Cocktail Classics,340,2,dubonnet,.75 oz,0.75
Chocolate Soldier,Cocktail Classics,340,3,gin,1.5 oz,1.5
Chocolate Flip,Cocktail Classics,341,1,whole egg,1 oz,1
Chocolate Flip,Cocktail Classics,341,2,powdered sugar,1 oz,1
Chocolate Flip,Cocktail Classics,341,4,brandy,.75 oz,0.75
Chocolate Cocktail,Cocktail Classics,342,1,port,1.5 oz,1.5
Chocolate Cocktail,Cocktail Classics,342,3,egg yolk,1 oz,1
Chocolate Cocktail,Cocktail Classics,342,4,powdered sugar,1 oz,1
Chicago Fizz,Cocktail Classics,343,1,lemon juice,.5 oz,0.5
Chicago Fizz,Cocktail Classics,343,2,powdered sugar,1 oz,1
Chicago Fizz,Cocktail Classics,343,3,egg white,1 oz,1
Chicago Fizz,Cocktail Classics,343,4,port,1 oz,1
Chicago Fizz,Cocktail Classics,343,5,light rum,1 oz,1
Pretty In Pink,Vodka,344,1,vodka,2 oz,2
Pretty In Pink,Vodka,344,2,cranberry juice,.5 oz,0.5
Pretty In Pink,Vodka,344,4,lemon juice,.75 oz,0.75
Cherry Wine Cocktail,Cocktail Classics,345,2,vodka,.75 oz,0.75
Cherry Wine Cocktail,Cocktail Classics,345,3,lime juice,.5 oz,0.5
Cherry Flip,Cocktail Classics,346,1,whole egg,1 oz,1
Cherry Flip,Cocktail Classics,346,2,powdered sugar,1 oz,1
Cherry Flip,Cocktail Classics,346,3,cherry flavored brandy,1.5 oz,1.5
Polynesian Cocktail,Vodka,348,2,vodka,1.5 oz,1.5
Polynesian Cocktail,Vodka,348,3,cherry flavored brandy,.75 oz,0.75
Polynesian Cocktail,Vodka,348,4,lime juice,.75 oz,0.75
Chateau Briand's Rum Cow,Cocktail Classics,349,1,dark rum,1.25 oz,1.25
Chateau Briand's Rum Cow,Cocktail Classics,349,3,bitters,2 dash,0.04
Pink Pussycat,Vodka,351,1,vodka,1.5 oz,1.5
Pink Pussycat,Vodka,351,2,grapefruit juice,2 oz,2
Pink Pussycat,Vodka,351,3,grenadine,.5 oz,0.5
Back Porch Swizzle,Whiskies,352,1,bourbon whiskey,1.5 oz,1.5
Back Porch Swizzle,Whiskies,352,2,dry vermouth,.5 oz,0.5
Back Porch Swizzle,Whiskies,352,3,pineapple juice,1 oz,1
Canadian Pineapple,Cocktail Classics,353,2,pineapple juice,1 oz,1
Canadian Pineapple,Cocktail Classics,353,3,lemon juice,1 oz,1
Canadian Pineapple,Cocktail Classics,353,4,maraschino,.5 oz,0.5
Calm Voyage,Cocktail Classics,354,2,light rum,.5 oz,0.5
Calm Voyage,Cocktail Classics,354,4,lemon juice,2 oz,2
Calm Voyage,Cocktail Classics,354,5,egg white,.5 oz,0.5
Pink Lemonade,Vodka,355,1,citrus flavored vodka,1.5 oz,1.5
Pink Lemonade,Vodka,355,2,triple sec,.25 oz,0.25
Pink Lemonade,Vodka,355,3,lime juice,.25 oz,0.25
Pink Lemonade,Vodka,355,4,lemon juice,.25 oz,0.25
Pink Lemonade,Vodka,355,5,simple syrup,.25 oz,0.25
Caledonia,Cocktail Classics,356,2,brandy,1 oz,1
Caledonia,Cocktail Classics,356,4,egg yolk,1 oz,1
Caf_ di Amaretto,Cocktail Classics,357,2,amaretto,1 oz,1
Cafe De Paris Cocktail,Cocktail Classics,358,1,egg white,1 oz,1
Cafe De Paris Cocktail,Cocktail Classics,358,3,light cream,1 oz,1
Cafe De Paris Cocktail,Cocktail Classics,358,4,gin,1.5 oz,1.5
Aztec's Mark,Whiskies,359,1,bourbon whiskey,1.5 oz,1.5
Aztec's Mark,Whiskies,359,2,white creme de cacao,.5 oz,0.5
Aztec's Mark,Whiskies,359,3,benedictine,.25 oz,0.25
Fontainebleau Special,Brandy,360,1,brandy,1 oz,1
Fontainebleau Special,Brandy,360,2,anisette,1 oz,1
Fontainebleau Special,Brandy,360,3,dry vermouth,.5 oz,0.5
Suntan,Cocktail Classics,361,2,orange juice,2 oz,2
Sunburn,Cocktail Classics,362,2,grapefruit juice,2 oz,2
Suissesse Cocktail,Cocktail Classics,363,1,anisette,2 oz,2
Suissesse Cocktail,Cocktail Classics,363,2,egg white,1 oz,1
Strawberry Sunries,Cocktail Classics,364,2,grenadine,.5 oz,0.5
Autumn Leaves,Whiskies,365,1,straight rye whiskey,.75 oz,0.75
Autumn Leaves,Whiskies,365,2,apple brandy,.75 oz,0.75
Autumn Leaves,Whiskies,365,3,sweet vermouth,.75 oz,0.75
Autumn Leaves,Whiskies,365,5,bitters,2 dash,0.04
Pickled Pink,Vodka,366,1,vodka,2 oz,2
Pickled Pink,Vodka,366,4,bitters,2 dash,0.04
Aquarius,Whiskies,367,1,blended scotch whiskey,1.5 oz,1.5
Aquarius,Whiskies,367,2,cherry flavored brandy,.5 oz,0.5
Aquarius,Whiskies,367,3,cranberry juice,1 oz,1
Soul Kiss Cocktail,Cocktail Classics,368,1,orange juice,1.5 oz,1.5
Soul Kiss Cocktail,Cocktail Classics,368,2,dubonnet,1.5 oz,1.5
Soul Kiss Cocktail,Cocktail Classics,368,3,dry vermouth,.75 oz,0.75
Pickled Martini,Vodka,369,1,vodka,2 oz,2
Pickled Martini,Vodka,369,2,dry vermouth,.25 oz,0.25
Sloe Gin Flip,Cocktail Classics,370,1,whole egg,1 oz,1
Sloe Gin Flip,Cocktail Classics,370,2,powdered sugar,1 oz,1
Angel's Share,Whiskies,371,1,bourbon whiskey,1.5 oz,1.5
Angel's Share,Whiskies,371,4,bitters,1 dash,0.02
Silver Stallion Fizz,Cocktail Classics,372,2,gin,2 oz,2
Silver King Cocktail,Cocktail Classics,373,1,egg white,1 oz,1
Silver King Cocktail,Cocktail Classics,373,2,lemon juice,.25 oz,0.25
Silver King Cocktail,Cocktail Classics,373,3,gin,1.5 oz,1.5
Silver King Cocktail,Cocktail Classics,373,4,powdered sugar,.5 oz,0.5
Silver King Cocktail,Cocktail Classics,373,5,bitters,2 dash,0.04
American Trilogy,Whiskies,374,2,straight rye whiskey,1 oz,1
Silver Fizz,Cocktail Classics,375,1,lemon juice,.5 oz,0.5
Silver Fizz,Cocktail Classics,375,2,powdered sugar,1 oz,1
Silver Fizz,Cocktail Classics,375,3,gin,2 oz,2
Silver Fizz,Cocktail Classics,375,4,egg white,1 oz,1
Sherry Twist Cocktail,Cocktail Classics,376,2,brandy,.5 oz,0.5
Sherry Twist Cocktail,Cocktail Classics,376,3,dry vermouth,.5 oz,0.5
Sherry Twist Cocktail,Cocktail Classics,376,4,triple sec,.5 oz,0.5
Sherry Twist Cocktail,Cocktail Classics,376,5,lemon juice,.5 oz,0.5
Sherry Sangaree,Cocktail Classics,377,1,powdered sugar,.5 oz,0.5
Sherry Sangaree,Cocktail Classics,377,5,port,1 oz,1
Sherry Milk Punch,Cocktail Classics,378,1,powdered sugar,1 oz,1
Petit Zinc,Vodka,379,1,vodka,1 oz,1
Petit Zinc,Vodka,379,2,triple sec,.5 oz,0.5
Petit Zinc,Vodka,379,3,sweet vermouth,.5 oz,0.5
Petit Zinc,Vodka,379,4,orange juice,.5 oz,0.5
Sherry Flip,Cocktail Classics,380,1,whole egg,1 oz,1
Sherry Flip,Cocktail Classics,380,2,powdered sugar,1 oz,1
Americana,Whiskies,382,2,simple syrup,.5 oz,0.5
Americana,Whiskies,382,3,bitters,2 dash,0.04
Allegheny,Whiskies,383,1,bourbon whiskey,1 oz,1
Allegheny,Whiskies,383,2,dry vermouth,1 oz,1
Allegheny,Whiskies,383,4,lemon juice,.5 oz,0.5
Sevilla Cocktail,Cocktail Classics,384,1,powdered sugar,.5 oz,0.5
Sevilla Cocktail,Cocktail Classics,384,2,whole egg,1 oz,1
Sevilla Cocktail,Cocktail Classics,384,3,port,1 oz,1
Sevilla Cocktail,Cocktail Classics,384,4,light rum,1 oz,1
September Morn Cocktail,Cocktail Classics,385,1,egg white,1 oz,1
September Morn Cocktail,Cocktail Classics,385,2,light rum,1 oz,1
September Morn Cocktail,Cocktail Classics,385,3,lime juice,.5 oz,0.5
September Morn Cocktail,Cocktail Classics,385,4,grenadine,1 oz,1
Peach Iced Tea,Vodka,386,2,orange juice,.5 oz,0.5
Peach Iced Tea,Vodka,386,3,lemon juice,.75 oz,0.75
Fantasio Cocktail,Brandy,387,1,brandy,1 oz,1
Fantasio Cocktail,Brandy,387,2,dry vermouth,.75 oz,0.75
Fantasio Cocktail,Brandy,387,4,maraschino,1 oz,1
Scotch Bird Flyer,Cocktail Classics,388,2,egg yolk,1 oz,1
Scotch Bird Flyer,Cocktail Classics,388,3,triple sec,.5 oz,0.5
Scotch Bird Flyer,Cocktail Classics,388,4,powdered sugar,.5 oz,0.5
Scotch Bird Flyer,Cocktail Classics,388,5,light cream,1 oz,1
Algonquin,Whiskies,389,1,straight rye whiskey,1.5 oz,1.5
Algonquin,Whiskies,389,2,dry vermouth,1 oz,1
Algonquin,Whiskies,389,3,pineapple juice,1 oz,1
Savannah,Cocktail Classics,390,1,orange juice,.5 oz,0.5
Savannah,Cocktail Classics,390,2,gin,1 oz,1
Savannah,Cocktail Classics,390,3,white creme de cacao,1 oz,1
Savannah,Cocktail Classics,390,4,egg white,1 oz,1
Pink Rose Fizz,Cocktail Classics,391,1,lemon juice,.5 oz,0.5
Pink Rose Fizz,Cocktail Classics,391,2,powdered sugar,1 oz,1
Pink Rose Fizz,Cocktail Classics,391,3,egg white,1 oz,1
Pink Rose Fizz,Cocktail Classics,391,4,light cream,2 oz,2
Pink Rose Fizz,Cocktail Classics,391,5,gin,2 oz,2
Ninotchka Cocktail,Vodka,392,1,vodka,1.5 oz,1.5
Ninotchka Cocktail,Vodka,392,2,white creme de cacao,.5 oz,0.5
Ninotchka Cocktail,Vodka,392,3,lemon juice,.25 oz,0.25
Prairie Oyster,Cocktail Classics,393,1,brandy,1 oz,1
Prairie Chicken,Cocktail Classics,394,1,gin,1 oz,1
Prairie Chicken,Cocktail Classics,394,2,whole egg,1 oz,1
Pousse L'Amour,Cocktail Classics,395,1,maraschino,1 oz,1
Pousse L'Amour,Cocktail Classics,395,2,egg yolk,1 oz,1
Pousse L'Amour,Cocktail Classics,395,3,benedictine,.5 oz,0.5
Pousse L'Amour,Cocktail Classics,395,4,brandy,.5 oz,0.5
Puerto Apple,Cocktail Classics,396,2,light rum,.75 oz,0.75
Puerto Apple,Cocktail Classics,396,3,lime juice,1 oz,1
Akogare,Whiskies,397,1,straight rye whiskey,1.5 oz,1.5
Akogare,Whiskies,397,4,lemon juice,.75 oz,0.75
Prado,Cocktail Classics,398,2,lemon juice,.75 oz,0.75
Prado,Cocktail Classics,398,3,maraschino,1 oz,1
Prado,Cocktail Classics,398,4,egg white,.5 oz,0.5
Prado,Cocktail Classics,398,5,grenadine,1 oz,1
Port Wine Flip,Cocktail Classics,399,1,whole egg,1 oz,1
Port Wine Flip,Cocktail Classics,399,2,powdered sugar,1 oz,1
Port Wine Flip,Cocktail Classics,399,3,port,1.5 oz,1.5
Port Wine Cobbler,Cocktail Classics,400,1,powdered sugar,1 tsp,1
Port Wine Cobbler,Cocktail Classics,400,4,port,3 oz,3
Nijinksy Blini,Vodka,401,1,vodka,1 oz,1
Nijinksy Blini,Vodka,401,4,lemon juice,.25 oz,0.25
Affinity Cocktail (whisky),Whiskies,402,1,blended scotch whiskey,1 oz,1
Affinity Cocktail (whisky),Whiskies,402,2,dry vermouth,1 oz,1
Affinity Cocktail (whisky),Whiskies,402,3,sweet vermouth,1 oz,1
Affinity Cocktail (whisky),Whiskies,402,4,bitters,3 dash,0.06
Plain Vermouth Cocktail,Cocktail Classics,403,1,dry vermouth,1 oz,1
Plain Vermouth Cocktail,Cocktail Classics,403,2,sweet vermouth,1 oz,1
Plain Vermouth Cocktail,Cocktail Classics,403,3,bitters,1 dash,0.02
Ping-Pong Cocktail,Cocktail Classics,404,1,lemon juice,.25 oz,0.25
Ping-Pong Cocktail,Cocktail Classics,404,2,egg white,1 oz,1
Moscow Mule,Vodka,405,1,vodka,1.5 oz,1.5
Moscow Mule,Vodka,405,2,lime juice,.5 oz,0.5
Phoebe Snow,Cocktail Classics,406,1,dubonnet,1.5 oz,1.5
Phoebe Snow,Cocktail Classics,406,2,brandy,1.5 oz,1.5
Affinity Cocktail,Whiskies,407,1,straight rye whiskey,2 oz,2
Affinity Cocktail,Whiskies,407,2,maraschino,.75 oz,0.75
Affinity Cocktail,Whiskies,407,3,lemon juice,.75 oz,0.75
Affinity Cocktail,Whiskies,407,4,bitters,2 dash,0.04
Peggy Cocktail,Cocktail Classics,408,1,dry vermouth,.75 oz,0.75
Peggy Cocktail,Cocktail Classics,408,2,gin,1.5 oz,1.5
Peggy Cocktail,Cocktail Classics,408,4,dubonnet,.25 oz,0.25
Peach Blow Fizz,Cocktail Classics,409,1,lemon juice,.5 oz,0.5
Peach Blow Fizz,Cocktail Classics,409,2,powdered sugar,1 oz,1
Peach Blow Fizz,Cocktail Classics,409,3,light cream,1 oz,1
Peach Blow Fizz,Cocktail Classics,409,4,gin,2 oz,2
Peach Blossom,Cocktail Classics,410,1,lemon juice,1 oz,1
Peach Blossom,Cocktail Classics,410,2,powdered sugar,.5 oz,0.5
Peach Blossom,Cocktail Classics,410,3,gin,2 oz,2
Mocha Express,Vodka,412,1,vodka,1.5 oz,1.5
Palmer Cocktail,Cocktail Classics,413,1,blended whiskey,2 oz,2
Palmer Cocktail,Cocktail Classics,413,2,bitters,1 dash,0.02
Palmer Cocktail,Cocktail Classics,413,3,lemon juice,.5 oz,0.5
Mr. 404,Vodka,414,1,vodka,1.5 oz,1.5
Mr. 404,Vodka,414,3,lemon juice,.75 oz,0.75
Mr. 404,Vodka,414,4,simple syrup,.5 oz,0.5
Mountain Cocktail,Cocktail Classics,415,1,egg white,1 oz,1
Mountain Cocktail,Cocktail Classics,415,2,lemon juice,.25 oz,0.25
Mountain Cocktail,Cocktail Classics,415,3,dry vermouth,.25 oz,0.25
Mountain Cocktail,Cocktail Classics,415,4,sweet vermouth,.25 oz,0.25
Mountain Cocktail,Cocktail Classics,415,5,blended whiskey,1.5 oz,1.5
Morning Glory Fizz,Cocktail Classics,416,1,lemon juice,.5 oz,0.5
Morning Glory Fizz,Cocktail Classics,416,2,powdered sugar,1 oz,1
Morning Glory Fizz,Cocktail Classics,416,3,egg white,1 oz,1
Adderly Cocktail,Whiskies,417,1,straight rye whiskey,2 oz,2
Adderly Cocktail,Whiskies,417,2,maraschino,.75 oz,0.75
Adderly Cocktail,Whiskies,417,3,bitters,2 dash,0.04
Adderly Cocktail,Whiskies,417,4,lemon juice,.75 oz,0.75
Fancy Brandy,Brandy,418,1,brandy,2 oz,2
Fancy Brandy,Brandy,418,2,triple sec,.25 oz,0.25
Fancy Brandy,Brandy,418,3,simple syrup,.25 oz,0.25
Fancy Brandy,Brandy,418,4,bitters,1 dash,0.02
Montreal Gin Sour,Cocktail Classics,419,1,gin,1 oz,1
Montreal Gin Sour,Cocktail Classics,419,2,lemon juice,1 oz,1
Montreal Gin Sour,Cocktail Classics,419,3,egg white,.5 oz,0.5
Montreal Gin Sour,Cocktail Classics,419,4,powdered sugar,1 oz,1
Montezuma,Cocktail Classics,420,3,egg yolk,1 oz,1
Miss Jones,Vodka,421,2,lemon juice,1 oz,1
Mint Gin Cocktail,Cocktail Classics,422,3,dry vermouth,1.5 oz,1.5
Mint Collins,Cocktail Classics,423,1,lemon juice,.5 oz,0.5
Million-Dollar Cocktail,Cocktail Classics,424,1,pineapple juice,2 oz,2
Million-Dollar Cocktail,Cocktail Classics,424,2,grenadine,1 oz,1
Million-Dollar Cocktail,Cocktail Classics,424,3,egg white,1 oz,1
Million-Dollar Cocktail,Cocktail Classics,424,4,sweet vermouth,.75 oz,0.75
Million-Dollar Cocktail,Cocktail Classics,424,5,gin,1.5 oz,1.5
Millionaire Cocktail,Cocktail Classics,425,1,egg white,1 oz,1
Millionaire Cocktail,Cocktail Classics,425,2,grenadine,.25 oz,0.25
Millionaire Cocktail,Cocktail Classics,425,3,triple sec,.5 oz,0.5
Millionaire Cocktail,Cocktail Classics,425,4,blended whiskey,1.5 oz,1.5
Academic Review,Whiskies,426,6,bitters,2 dash,0.04
Milk Punch,Cocktail Classics,427,1,powdered sugar,1 oz,1
Milk Punch,Cocktail Classics,427,2,blended whiskey,2 oz,2
Merry Widow Fizz,Cocktail Classics,428,1,orange juice,.5 oz,0.5
Merry Widow Fizz,Cocktail Classics,428,2,lemon juice,.5 oz,0.5
Merry Widow Fizz,Cocktail Classics,428,3,egg white,1 oz,1
Merry Widow Fizz,Cocktail Classics,428,4,powdered sugar,1 oz,1
May Blossom Fizz,Cocktail Classics,429,1,grenadine,1 oz,1
May Blossom Fizz,Cocktail Classics,429,2,lemon juice,.5 oz,0.5
Mary Garden Cocktail,Cocktail Classics,430,1,dubonnet,1.5 oz,1.5
Mary Garden Cocktail,Cocktail Classics,430,2,dry vermouth,.75 oz,0.75
19th Century,Whiskies,431,1,bourbon whiskey,1.5 oz,1.5
19th Century,Whiskies,431,2,lemon juice,.75 oz,0.75
19th Century,Whiskies,431,3,white creme de cacao,.75 oz,0.75
Manila Fizz,Cocktail Classics,432,1,gin,2 oz,2
Manila Fizz,Cocktail Classics,432,2,whole egg,1 oz,1
Manila Fizz,Cocktail Classics,432,3,powdered sugar,1 oz,1
Manila Fizz,Cocktail Classics,432,5,lime juice,.5 oz,0.5
1626,Whiskies,433,1,bourbon whiskey,2.5 oz,2.5
1626,Whiskies,433,3,cherry flavored brandy,.5 oz,0.5
1626,Whiskies,433,4,bitters,2 dash,0.04
Maracuya Mosquito,Vodka,434,2,vodka,1.5 oz,1.5
Maracuya Mosquito,Vodka,434,4,lime juice,.5 oz,0.5
Maracuya Mosquito,Vodka,434,5,simple syrup,.5 oz,0.5
Madras,Vodka,435,1,vodka,1.5 oz,1.5
Madras,Vodka,435,2,cranberry juice,4 oz,4
Madras,Vodka,435,3,orange juice,1 oz,1
Absinthe Cocktail,Cocktail Classics,436,4,bitters,1 dash,0.02
Lychee Lucy,Vodka,437,1,vodka,1.5 oz,1.5
Lychee Lucy,Vodka,437,3,orange juice,.5 oz,0.5
Lychee Lucy,Vodka,437,4,pineapple juice,.5 oz,0.5
Lychee Lucy,Vodka,437,5,bitters,2 dash,0.04
Vodka Martini,Cocktail Classics,438,2,dry vermouth,.75 oz,0.75
The Loop,Vodka,439,2,white creme de cacao,.5 oz,0.5
Long Island Iced Tea,Vodka,440,1,vodka,.75 oz,0.75
Long Island Iced Tea,Vodka,440,2,blanco tequila,.75 oz,0.75
Long Island Iced Tea,Vodka,440,3,gin,.75 oz,0.75
Long Island Iced Tea,Vodka,440,4,light rum,.75 oz,0.75
Long Island Iced Tea,Vodka,440,5,triple sec,.75 oz,0.75
Fallen Leaves,Brandy,441,2,sweet vermouth,.75 oz,0.75
Fallen Leaves,Brandy,441,3,dry vermouth,.25 oz,0.25
Fallen Leaves,Brandy,441,4,brandy,1 oz,1
L'italienne,Vodka,442,1,vodka,2 oz,2
L'italienne,Vodka,442,4,bitters,1 dash,0.02
Rum Dubonnet,Cocktail Classics,443,1,light rum,1.5 oz,1.5
Rum Dubonnet,Cocktail Classics,443,2,dubonnet,1.5 oz,1.5
Rum Dubonnet,Cocktail Classics,443,3,lemon juice,1 oz,1
Ruby Fizz,Cocktail Classics,444,1,lemon juice,.5 oz,0.5
Ruby Fizz,Cocktail Classics,444,2,powdered sugar,1 oz,1
Ruby Fizz,Cocktail Classics,444,3,egg white,1 oz,1
Ruby Fizz,Cocktail Classics,444,4,grenadine,1 oz,1
Limoncello Manzanilla Marmalade Sour,Vodka,445,1,citrus flavored vodka,1.5 oz,1.5
Limoncello Manzanilla Marmalade Sour,Vodka,445,4,lemon juice,.75 oz,0.75
Limoncello Manzanilla Marmalade Sour,Vodka,445,5,grapefruit juice,1 oz,1
Royal Gin Fizz,Cocktail Classics,447,1,lemon juice,.5 oz,0.5
Royal Gin Fizz,Cocktail Classics,447,2,powdered sugar,1 oz,1
Royal Gin Fizz,Cocktail Classics,447,3,gin,2 oz,2
Royal Gin Fizz,Cocktail Classics,447,4,whole egg,1 oz,1
Royal Cocktail,Cocktail Classics,448,1,whole egg,1 oz,1
Royal Cocktail,Cocktail Classics,448,2,lemon juice,.5 oz,0.5
Royal Cocktail,Cocktail Classics,448,3,powdered sugar,.5 oz,0.5
Royal Cocktail,Cocktail Classics,448,4,gin,1.5 oz,1.5
Royal Clover Club Cocktail,Cocktail Classics,449,1,lime juice,1 oz,1
Royal Clover Club Cocktail,Cocktail Classics,449,2,grenadine,1 oz,1
Royal Clover Club Cocktail,Cocktail Classics,449,3,egg yolk,1 oz,1
Royal Clover Club Cocktail,Cocktail Classics,449,4,gin,1.5 oz,1.5
Lights On The Plaza,Vodka,450,2,lemon juice,.5 oz,0.5
Lights On The Plaza,Vodka,450,3,simple syrup,.5 oz,0.5
Rococo,Cocktail Classics,451,2,orange juice,1 oz,1
Rococo,Cocktail Classics,451,3,triple sec,.5 oz,0.5
Rock & Rye Cooler,Cocktail Classics,452,2,vodka,1.5 oz,1.5
Rock & Rye Cooler,Cocktail Classics,452,3,lime juice,1 oz,1
Rock & Rye Cocktail,Cocktail Classics,453,3,dry vermouth,1.5 oz,1.5
Le Paradini,Vodka,454,1,vodka,1.5 oz,1.5
Red Swizzle,Cocktail Classics,455,1,lime juice,1 oz,1
Red Swizzle,Cocktail Classics,455,2,powdered sugar,1 oz,1
Red Swizzle,Cocktail Classics,455,4,gin,2 oz,2
Red Swizzle,Cocktail Classics,455,5,bitters,2 dash,0.04
Red Swizzle,Cocktail Classics,455,6,grenadine,1 oz,1
Lemon Drop,Vodka,456,4,simple syrup,.25 oz,0.25
Rebel Charge,Cocktail Classics,457,2,triple sec,.5 oz,0.5
Rebel Charge,Cocktail Classics,457,3,orange juice,1 oz,1
Rebel Charge,Cocktail Classics,457,4,lemon juice,1 oz,1
Rebel Charge,Cocktail Classics,457,5,egg white,.5 oz,0.5
Rattlesnake Cocktail,Cocktail Classics,458,1,blended whiskey,1.5 oz,1.5
Rattlesnake Cocktail,Cocktail Classics,458,2,egg white,1 oz,1
Rattlesnake Cocktail,Cocktail Classics,458,3,lemon juice,1 oz,1
Rattlesnake Cocktail,Cocktail Classics,458,4,powdered sugar,.5 oz,0.5
Ramos Fizz,Cocktail Classics,459,1,lemon juice,.5 oz,0.5
Ramos Fizz,Cocktail Classics,459,2,egg white,1 oz,1
Ramos Fizz,Cocktail Classics,459,3,powdered sugar,1 oz,1
Ramos Fizz,Cocktail Classics,459,4,gin,2 oz,2
Ramos Fizz,Cocktail Classics,459,5,light cream,1 oz,1
Ramos Fizz,Cocktail Classics,459,6,triple sec,.5 oz,0.5
San Francisco,Cocktail Classics,460,2,sweet vermouth,.75 oz,0.75
San Francisco,Cocktail Classics,460,3,dry vermouth,.75 oz,0.75
San Francisco,Cocktail Classics,460,4,bitters,1 dash,0.02
Sand-Martini Cocktail,Cocktail Classics,461,2,sweet vermouth,1.5 oz,1.5
Sand-Martini Cocktail,Cocktail Classics,461,3,gin,1.5 oz,1.5
Sake Martini (Sakini),Cocktail Classics,462,2,gin,3 oz,3
Lemon Crush,Vodka,463,2,citrus flavored vodka,1.5 oz,1.5
Lemon Crush,Vodka,463,4,triple sec,.5 oz,0.5
Rye Whiskey Cocktail,Cocktail Classics,464,1,bitters,1 dash,0.02
Rye Whiskey Cocktail,Cocktail Classics,464,2,powdered sugar,1 oz,1
Leaves Of Grass,Vodka,465,4,bitters,2 dash,0.04
